,wall_time,step,value
0,1585301568.4362154,13,96.46976470947266
1,1585301576.666542,25,96.59385681152344
2,1585301585.2357476,38,96.09547424316406
3,1585301593.397981,51,84.07689666748047
4,1585301601.6013434,64,95.18074035644531
5,1585301610.136485,78,103.8491439819336
6,1585301617.7795348,91,87.82968139648438
7,1585301626.0245965,104,99.96229553222656
8,1585301633.7959788,116,95.82952880859375
9,1585301642.2275643,129,110.21360778808594
10,1585301650.636627,142,108.92977142333984
11,1585301658.6133907,154,95.49287414550781
12,1585301666.7801933,167,88.7357177734375
13,1585301674.77484,179,100.20567321777344
14,1585301682.806557,191,98.02336883544922
15,1585301690.8985093,204,92.78628540039062
16,1585301698.957709,216,122.93557739257812
17,1585301707.1682365,229,99.98063659667969
18,1585301715.1099038,241,127.07002258300781
19,1585301723.3417828,254,117.83844757080078
20,1585301731.399986,267,115.83430480957031
21,1585301739.3172677,279,91.05856323242188
22,1585301747.0047219,292,119.28789520263672
23,1585301754.9028704,305,98.92424774169922
24,1585301762.8244696,318,109.65493774414062
25,1585301770.7402391,330,97.54204559326172
26,1585301778.2275577,342,100.4464340209961
27,1585301786.5134816,354,109.72940063476562
28,1585301794.686242,366,102.30203247070312
29,1585301802.6219032,378,110.1653823852539
30,1585301810.168606,390,117.41923522949219
31,1585301818.138127,403,95.93058013916016
32,1585301826.143458,416,103.4611587524414
33,1585301833.853721,429,103.99525451660156
34,1585301841.3784282,441,101.6806411743164
35,1585301848.8772752,453,118.00074005126953
36,1585301856.8542938,466,109.48701477050781
37,1585301864.1978793,478,100.51666259765625
38,1585301872.2208827,491,98.89947509765625
39,1585301879.7333908,503,99.28975677490234
40,1585301887.3071673,515,118.64775085449219
41,1585301895.1327913,528,101.5039291381836
42,1585301903.142501,540,117.81796264648438
43,1585301910.8825243,552,104.16315460205078
44,1585301918.7425869,564,113.04291534423828
45,1585301926.5736294,576,92.6766128540039
46,1585301934.6769087,589,128.76052856445312
47,1585301942.274609,600,114.4544448852539
48,1585301949.86888,612,111.10391235351562
49,1585301957.7103593,625,94.63994598388672
50,1585301965.2562726,637,103.05052185058594
51,1585301973.072467,649,100.0006332397461
52,1585301981.2406569,661,103.62818908691406
53,1585301988.5709794,673,97.4698486328125
54,1585301995.9528344,685,99.64881896972656
55,1585302004.240887,696,91.8776626586914
56,1585302012.0122972,708,99.90726470947266
57,1585302019.7132335,720,94.1326904296875
58,1585302027.6369383,732,108.96212005615234
59,1585302035.3133533,745,98.14541625976562
60,1585302043.2809877,757,102.74754333496094
61,1585302050.9967878,769,102.86180877685547
62,1585302058.5225706,782,108.96737670898438
63,1585302066.2875125,794,105.94789123535156
64,1585302073.6361523,806,99.75788116455078
65,1585302081.486077,818,108.57003784179688
66,1585302089.098359,829,97.25968170166016
67,1585302096.5832243,840,141.90762329101562
68,1585302104.4127152,853,116.42675018310547
69,1585302112.108361,866,92.83870697021484
70,1585302120.2188666,879,118.2868881225586
71,1585302127.3406084,891,98.19235229492188
72,1585302135.4282856,903,118.3522720336914
73,1585302143.0022762,915,95.45076751708984
74,1585302150.4247453,927,94.62130737304688
75,1585302158.1168365,939,91.64722442626953
76,1585302166.0943015,950,105.40066528320312
77,1585302173.7767344,962,97.19973754882812
78,1585302182.0437584,974,139.92996215820312
79,1585302189.4926162,986,110.68526458740234
80,1585302196.9419491,998,109.3291015625
81,1585302204.6085548,1009,102.67899322509766
82,1585302212.382547,1021,113.1229248046875
83,1585302220.523388,1032,104.18865966796875
84,1585302227.9422286,1044,120.24484252929688
85,1585302235.5274737,1056,111.07036590576172
86,1585302243.3394113,1068,95.3205337524414
87,1585302250.9093747,1080,140.4936065673828
88,1585302258.1601615,1092,87.31355285644531
89,1585302265.8961446,1104,88.94882202148438
90,1585302273.0157795,1116,86.32909393310547
91,1585302280.433532,1128,120.72676086425781
92,1585302287.9426544,1140,96.50566101074219
93,1585302295.585837,1152,122.12137603759766
94,1585302303.0251787,1164,117.5612564086914
95,1585302311.0624368,1175,105.7486572265625
96,1585302318.7876682,1187,121.95867919921875
97,1585302326.033094,1199,105.18848419189453
98,1585302333.4100306,1210,97.00904846191406
99,1585302341.0201838,1222,90.1676254272461
100,1585302348.969468,1234,120.13176727294922
101,1585302356.4218197,1246,107.61622619628906
102,1585302364.284821,1258,134.28565979003906
103,1585302371.68547,1269,107.88906860351562
104,1585302379.304777,1280,109.4075698852539
105,1585302386.5289319,1291,117.27474212646484
106,1585302394.0187862,1303,111.29354095458984
107,1585302401.2439454,1315,118.15231323242188
108,1585302409.0520036,1325,124.52880096435547
109,1585302416.947316,1337,115.83795166015625
110,1585302424.3743174,1348,90.3321533203125
111,1585302431.8556032,1359,108.22376251220703
112,1585302439.7879326,1370,117.2040023803711
113,1585302447.8734515,1381,132.56552124023438
114,1585302455.926043,1390,129.29061889648438
115,1585302463.2237003,1401,102.50054168701172
116,1585302470.8431296,1413,111.14894104003906
117,1585302478.6393468,1425,110.85143280029297
118,1585302486.3849738,1438,111.54703521728516
119,1585302494.1506302,1450,89.96031951904297
120,1585302501.93962,1460,130.50514221191406
121,1585302509.8406365,1471,141.64031982421875
122,1585302517.639162,1483,121.73388671875
123,1585302525.5290332,1494,110.91573333740234
124,1585302533.0233734,1506,96.51643371582031
125,1585302540.5459762,1518,94.49708557128906
126,1585302548.113575,1530,94.70575714111328
127,1585302555.8747194,1542,115.30323791503906
128,1585302563.2182057,1554,112.78018951416016
129,1585302570.6231308,1566,98.71856689453125
130,1585302578.4162078,1578,102.88536834716797
131,1585302585.904681,1589,114.4281234741211
132,1585302593.3647838,1600,104.9048080444336
133,1585302600.9680872,1611,99.9669189453125
134,1585302608.6438591,1621,89.85360717773438
135,1585302615.9335942,1632,91.9483642578125
136,1585302623.3935823,1643,104.91465759277344
137,1585302632.0084872,1654,174.20082092285156
138,1585302639.413148,1664,117.15692901611328
139,1585302646.979491,1675,101.9128646850586
140,1585302654.7821999,1686,134.70066833496094
141,1585302662.5226693,1696,135.90325927734375
142,1585302669.9631808,1707,109.33419036865234
143,1585302677.2268782,1717,111.93065643310547
144,1585302685.0981205,1729,124.5929946899414
145,1585302692.90954,1738,117.86373901367188
146,1585302700.9349217,1748,120.55039978027344
147,1585302708.3253148,1759,105.3377914428711
