,wall_time,step,value
0,1582160339.5387163,0,13.0
1,1582160339.9118865,10,16.0
2,1582160340.4167004,20,19.0
3,1582160340.8011372,30,13.0
4,1582160341.306588,40,15.0
5,1582160341.7799778,50,19.0
6,1582160342.2914875,60,22.0
7,1582160343.1283777,70,50.0
8,1582160344.119727,80,111.0
9,1582160345.4529147,90,49.0
10,1582160346.9904904,100,55.0
11,1582160348.6627307,110,172.0
12,1582160351.2553163,120,138.0
13,1582160353.3619494,130,40.0
14,1582160356.5777266,140,347.0
15,1582160359.330107,150,47.0
16,1582160361.325008,160,37.0
17,1582160363.3771212,170,59.0
18,1582160366.6168666,180,132.0
19,1582160370.417467,190,222.0
20,1582160373.6277688,200,111.0
21,1582160377.0883713,210,157.0
22,1582160381.8816378,220,198.0
23,1582160387.2623432,230,332.0
24,1582160393.631417,240,325.0
25,1582160400.870507,250,451.0
26,1582160409.307926,260,382.0
27,1582160418.3074975,270,317.0
28,1582160427.6478572,280,500.0
29,1582160439.7572107,290,500.0
30,1582160451.847615,300,500.0
31,1582160458.3733532,310,500.0
32,1582160470.5412848,320,500.0
33,1582160475.5936842,330,171.0
34,1582160481.4140038,340,308.0
35,1582160488.6780312,350,500.0
36,1582160497.2277427,360,179.0
37,1582160501.9962232,370,194.0
38,1582160508.0792718,380,302.0
39,1582160517.5132964,390,500.0
40,1582160525.0770795,400,166.0
41,1582160530.0991619,410,239.0
42,1582160537.5710745,420,454.0
43,1582160549.8229628,430,500.0
44,1582160558.815211,440,158.0
45,1582160563.1598415,450,483.0
46,1582160570.8327482,460,500.0
47,1582160582.0613165,470,314.0
48,1582160594.0853715,480,500.0
49,1582160607.430917,490,500.0
50,1582160619.1918201,500,449.0
51,1582160627.6246018,510,500.0
52,1582160635.7746918,520,130.0
53,1582160641.6481276,530,355.0
54,1582160650.0376704,540,268.0
55,1582160660.1953475,550,344.0
56,1582160666.8063033,560,249.0
57,1582160676.3314712,570,403.0
58,1582160688.5006895,580,500.0
59,1582160698.803951,590,158.0
60,1582160703.0710893,600,170.0
61,1582160711.1662335,610,500.0
62,1582160722.5254173,620,500.0
63,1582160729.289034,630,165.0
64,1582160732.7487848,640,143.0
65,1582160736.7591078,650,127.0
66,1582160740.8322062,660,159.0
67,1582160745.700996,670,204.0
68,1582160753.5343194,680,263.0
69,1582160763.8491762,690,500.0
70,1582160773.196387,700,320.0
71,1582160784.2522883,710,285.0
72,1582160789.8261147,720,227.0
73,1582160795.6442945,730,250.0
74,1582160807.174916,740,500.0
75,1582160819.917381,750,500.0
76,1582160826.7274551,760,185.0
77,1582160831.7580798,770,207.0
78,1582160838.4802709,780,500.0
79,1582160850.0263524,790,420.0
80,1582160860.6280792,800,500.0
81,1582160873.6276233,810,500.0
82,1582160886.656985,820,500.0
83,1582160899.371607,830,500.0
84,1582160907.3156402,840,133.0
85,1582160910.3419921,850,139.0
86,1582160914.4617884,860,166.0
87,1582160920.3320892,870,239.0
88,1582160931.254208,880,500.0
